z1,z2,z3,z4,z5,z6,z7,z8,z9
14.806629180908203,14.136163711547852,13.868998527526855,13.60871274130685,13.848099072774252,14.366610266945578,14.629079305208647,14.69357229868571,15.40680565553553
14.064870834350586,14.09865608215332,13.591742992401123,13.777648210525513,14.076292800903321,14.45970352490743,14.610186576843262,15.006104350090027,15.676614019605848
14.073019027709961,13.574247550964355,13.91657797495524,14.025345272488064,14.155783566561611,14.417422514695387,14.809237480163574,15.288333500132842,15.788877838536314
13.38009262084961,13.618854522705078,13.81649907430013,14.265626467191256,14.11539888381958,14.484695366450719,15.081290006637573,15.343423949347603,15.630287551879883
13.810063362121582,13.825473213195801,13.764545228746202,14.031997827383188,14.257823775796329,14.634894943237304,15.149041175842285,15.10405425021523,15.308738572256905
14.9459228515625,13.906813621520996,13.861689567565918,13.854053497314453,14.06814827638514,14.717685563223702,14.841517024570042,14.814962768554688,15.154607339338822
14.210737228393555,14.118447494506835,14.112123489379883,13.72767081627479,13.97139414618997,14.379510924929665,14.536343231201172,14.714500472659157,16.543476602305535
13.179986953735352,14.023603820800782,14.137262450324165,13.899171975942759,13.773110389709473,13.952714375087194,14.269323272705078,15.826929223948511,19.180960536003113
12.963809967041016,13.558864974975586,13.956729888916016,13.962833624619703,13.564938096439137,13.712593441917782,15.411416778564453,17.877232518689386,20.75606612003211
12.583616256713867,13.235127830505371,13.639894697401258,13.619370533869816,13.49579771827249,15.216781162080311,17.86862552642822,20.531312482110387,23.489360549233176
12.708419799804688,12.899946594238282,13.09130499098036,13.159914310161884,15.384759117575253,18.314134098234632,20.993215293884276,22.71820249228642,25.785797812721945
12.958331108093262,12.462433815002441,12.365189552307129,14.747263321509728,19.13335126989028,22.00036416734968,23.502836647033693,24.412102633509143,27.578390728343617
11.833239555358887,11.9681640625,12.923431820339626,18.85439366560716,23.63137144200942,25.126478286016557,24.941298065185546,26.235208412696576,29.30943098935214
10.975435256958008,11.480092620849609,16.410844167073567,24.682012924781212,27.302376130047968,27.03704902103969,26.52367874145508,28.28736084905164,31.337114016215008
11.71214485168457,12.770243263244629,23.90213966369629,29.51441141275259,29.454932661617505,28.74762771243141,28.8915718460083,30.60584282052928,31.971888282082297
11.433215141296387,21.62619857788086,30.89925331539578,32.4831402851985,31.375939593595618,31.305101621718634,31.571553955078127,31.424346726516198,32.27117798545144
28.445131301879883,32.622186470031735,35.75924173990885,35.321236023536095,34.2237278994392,34.39534364427839,32.314707832336424,31.870776505305848,33.599719625530824
